date,amount,customer_id,transaction_type,transactio_id,loan_id
15.12.20,-243247,249,Payout,P665,338
27.01.21,-247404,206,Payout,P666,339
03.03.21,-82023,199,Payout,P667,340
17.12.20,-317408,365,Payout,P668,341
18.01.21,-335600,673,Payout,P669,342
08.01.21,-499265,895,Payout,P670,343
08.03.21,-424358,894,Payout,P671,344
22.12.20,-492447,948,Payout,P672,345
11.02.21,-167224,843,Payout,P673,346
03.03.21,-147910,516,Payout,P674,347
12.01.21,-374023,660,Payout,P675,348
02.02.21,-379964,947,Payout,P676,349
21.12.20,-61264,976,Payout,P677,350
13.03.21,-325597,127,Payout,P678,351
04.02.21,-94412,333,Payout,P679,352
19.10.21,-476706,729,Payout,P680,745
24.10.21,-15473,463,Payout,P681,746
17.08.21,-476232,619,Payout,P682,753
15.08.21,-46180,190,Payout,P683,759
19.08.21,-354878,268,Payout,P684,765
27.09.21,-335293,319,Payout,P685,771
05.10.21,-248070,609,Payout,P686,775
23.09.21,-72455,269,Payout,P687,776
09.10.21,-314353,978,Payout,P688,781
10.10.21,-239879,275,Payout,P689,782
08.01.21,-74073,358,Payout,P690,353
04.02.21,-188355,15,Payout,P691,354
03.03.21,-247453,75,Payout,P692,355
21.01.21,-322887,364,Payout,P693,356
27.03.21,-361937,471,Payout,P694,357
13.01.21,-69858,204,Payout,P695,358
27.08.21,-21786,355,Payout,P696,533
14.09.21,-257025,229,Payout,P697,534
17.07.21,-146535,992,Payout,P698,547
05.08.21,-86949,423,Payout,P699,548
03.08.21,-316191,692,Payout,P700,557
09.09.21,-136379,942,Payout,P701,564
27.09.21,-188518,604,Payout,P702,574
30.08.21,-218597,959,Payout,P703,584
18.08.21,-429826,999,Payout,P704,594
28.09.21,-123369,977,Payout,P705,607
15.02.21,-294172,301,Payout,P706,359
03.04.21,-292638,675,Payout,P707,360
21.03.21,-414631,784,Payout,P708,361
08.03.21,-57789,60,Payout,P709,362
20.02.21,-473272,108,Payout,P710,363
02.02.21,-231906,404,Payout,P711,364
10.02.21,-246997,459,Payout,P712,365
19.01.21,-463868,474,Payout,P713,366
17.04.21,-373642,120,Payout,P714,367
12.02.21,-489047,863,Payout,P715,368
23.01.21,-105304,35,Payout,P716,369
13.04.21,-427513,910,Payout,P717,370
10.03.21,-33404,651,Payout,P718,371
09.02.21,-326390,700,Payout,P719,372
04.03.21,-36198,633,Payout,P720,373
21.04.21,-120019,335,Payout,P721,374
13.03.21,-134481,479,Payout,P722,375
14.03.21,-233988,450,Payout,P723,376
31.03.21,-343969,153,Payout,P724,377
04.03.21,-256345,852,Payout,P725,378
27.02.21,-243824,475,Payout,P726,379
20.04.21,-278416,468,Payout,P727,380
20.04.21,-244168,587,Payout,P728,381
05.03.21,-415818,652,Payout,P729,382
07.04.21,-462054,952,Payout,P730,383
24.03.21,-477369,956,Payout,P731,384
08.02.21,-304785,287,Payout,P732,385
20.02.21,-90597,517,Payout,P733,386
28.03.21,-472714,657,Payout,P734,387
13.03.21,-460170,744,Payout,P735,388
01.03.21,-145657,528,Payout,P736,389
11.04.21,-72576,419,Payout,P737,390
26.02.21,-379197,592,Payout,P738,391
25.04.21,-452350,522,Payout,P739,392
21.04.21,-189597,226,Payout,P740,393
26.02.21,-82506,551,Payout,P741,394
21.03.21,-240519,458,Payout,P742,395
19.05.21,-493205,793,Payout,P743,396
08.04.21,-276741,40,Payout,P744,397
27.02.21,-206108,433,Payout,P745,398
18.04.21,-251625,596,Payout,P746,399
23.04.21,-338871,370,Payout,P747,400
02.04.21,-406994,100,Payout,P748,401
03.03.21,-20674,30,Payout,P749,402
26.02.21,-478641,378,Payout,P750,403
19.03.21,-99845,691,Payout,P751,404
18.03.21,-274160,497,Payout,P752,405
15.05.21,-252236,174,Payout,P753,406
27.03.21,-204606,521,Payout,P754,407
01.04.21,-131145,487,Payout,P755,408
19.05.21,-369289,387,Payout,P756,409
25.05.21,-357773,752,Payout,P757,410
29.04.21,-306613,173,Payout,P758,411
09.03.21,-485294,697,Payout,P759,412
10.05.21,-330123,224,Payout,P760,413
21.05.21,-89113,857,Payout,P761,414
01.04.21,-30970,582,Payout,P762,415
05.05.21,-453220,371,Payout,P763,416
29.05.21,-278119,161,Payout,P764,417
29.05.21,-455219,749,Payout,P765,418
20.04.21,-79075,218,Payout,P766,419
23.03.21,-295792,149,Payout,P767,420
12.04.21,-384472,994,Payout,P768,421
05.05.21,-227322,491,Payout,P769,422
01.06.21,-132978,957,Payout,P770,423
23.03.21,-409201,91,Payout,P771,424
24.05.21,-81789,713,Payout,P772,425
10.06.21,-187071,603,Payout,P773,426
05.05.21,-16296,766,Payout,P774,427
04.06.21,-410692,912,Payout,P775,428
20.03.21,-118639,849,Payout,P776,429
14.06.21,-391240,931,Payout,P777,430
12.04.21,-223090,685,Payout,P778,431
24.03.21,-417253,302,Payout,P779,432
11.05.21,-200058,162,Payout,P780,433
26.03.21,-387855,610,Payout,P781,434
06.04.21,-24575,835,Payout,P782,435
19.06.21,-98780,564,Payout,P783,436
24.05.21,-488291,231,Payout,P784,437
18.06.21,-367636,966,Payout,P785,438
09.06.21,-471180,381,Payout,P786,439
12.05.21,-458970,588,Payout,P787,440
01.05.21,-404506,586,Payout,P788,441
26.04.21,-201553,747,Payout,P789,442
23.05.21,-65277,525,Payout,P790,443
24.06.21,-21720,786,Payout,P791,444
03.04.21,-304088,244,Payout,P792,445
15.05.21,-259985,664,Payout,P793,446
30.04.21,-108227,918,Payout,P794,447
06.05.21,-468214,993,Payout,P795,448
21.05.21,-225160,368,Payout,P796,449
18.06.21,-291485,632,Payout,P797,450
29.06.21,-63810,602,Payout,P798,451
03.07.21,-249946,508,Payout,P799,452
23.05.21,-112475,216,Payout,P800,453
12.05.21,-349470,38,Payout,P801,454
03.05.21,-379025,469,Payout,P802,455
18.06.21,-396039,42,Payout,P803,456
24.05.21,-456544,701,Payout,P804,457
15.05.21,-413303,274,Payout,P805,458
03.07.21,-432336,583,Payout,P806,535
01.08.21,-198877,855,Payout,P807,536
20.07.21,-270899,73,Payout,P808,549
10.09.21,-396154,375,Payout,P809,550
10.07.21,-238954,483,Payout,P810,558
14.08.21,-60781,869,Payout,P811,565
07.08.21,-68806,452,Payout,P812,575
26.07.21,-65829,207,Payout,P813,585
01.09.21,-482480,615,Payout,P814,595
25.08.21,-165795,406,Payout,P815,608
15.05.21,-324385,63,Payout,P816,459
02.06.21,-296286,683,Payout,P817,460
23.07.21,-262343,556,Payout,P818,461
29.06.21,-484933,449,Payout,P819,462
15.07.21,-102096,29,Payout,P820,463
13.06.21,-276963,973,Payout,P821,464
26.07.21,-456863,145,Payout,P822,465
19.06.21,-350237,836,Payout,P823,466
10.05.21,-52886,851,Payout,P824,467
17.05.21,-214243,160,Payout,P825,468
02.06.21,-462479,282,Payout,P826,469
26.07.21,-212891,417,Payout,P827,470
01.06.21,-274857,962,Payout,P828,471
22.05.21,-294383,325,Payout,P829,472
17.05.21,-290714,118,Payout,P830,473
21.06.21,-223253,601,Payout,P831,474
09.07.21,-231305,322,Payout,P832,475
23.07.21,-390052,300,Payout,P833,476
30.05.21,-385778,400,Payout,P834,477
15.07.21,-316195,750,Payout,P835,478
17.06.21,-129184,785,Payout,P836,479
15.06.21,-223271,865,Payout,P837,480
19.06.21,-97369,52,Payout,P838,481
07.08.21,-253392,205,Payout,P839,482
29.06.21,-286615,678,Payout,P840,483
09.06.21,-455991,756,Payout,P841,484
30.05.21,-165184,593,Payout,P842,485
02.07.21,-65338,872,Payout,P843,486
27.05.21,-488939,837,Payout,P844,487
03.06.21,-195786,848,Payout,P845,488
12.07.21,-143946,824,Payout,P846,489
02.06.21,-279748,988,Payout,P847,490
01.06.21,-448990,354,Payout,P848,491
13.06.21,-178247,972,Payout,P849,492
29.05.21,-360314,765,Payout,P850,493
11.06.21,-159769,293,Payout,P851,494
27.06.21,-148748,346,Payout,P852,495
22.08.21,-499512,453,Payout,P853,496
26.06.21,-165972,500,Payout,P854,497
09.06.21,-214936,284,Payout,P855,498
29.08.21,-436358,690,Payout,P856,499
12.06.21,-232086,248,Payout,P857,500
30.07.21,-494391,512,Payout,P858,501
18.07.21,-150178,43,Payout,P859,502
20.08.21,-474589,782,Payout,P860,503
04.08.21,-354607,11,Payout,P861,504
22.07.21,-442267,203,Payout,P862,505
03.08.21,-63339,565,Payout,P863,506
01.08.21,-64292,147,Payout,P864,507
27.08.21,-271536,882,Payout,P865,508
24.07.21,-240523,526,Payout,P866,509
28.08.21,-329665,183,Payout,P867,510
06.09.21,-339092,31,Payout,P868,511
31.08.21,-11883,431,Payout,P869,512
04.07.21,-313861,572,Payout,P870,513
28.06.21,-282481,167,Payout,P871,514
14.08.21,-435658,550,Payout,P872,515
08.08.21,-497045,55,Payout,P873,516
18.06.21,-472342,359,Payout,P874,517
15.09.21,-362908,81,Payout,P875,518
08.09.21,-197249,772,Payout,P876,519
24.08.21,-186541,672,Payout,P877,520
02.08.21,-243247,45,Payout,P878,521
02.07.21,-207876,758,Payout,P879,522
14.08.21,-76910,336,Payout,P880,523
06.07.21,-307094,109,Payout,P881,524
10.08.21,-46550,377,Payout,P882,537
16.07.21,-274909,103,Payout,P883,538
13.08.21,-420679,844,Payout,P884,551
15.07.21,-314778,105,Payout,P885,552
14.08.21,-402739,641,Payout,P886,559
13.08.21,-224213,781,Payout,P887,566
14.07.21,-110495,152,Payout,P888,576
14.07.21,-482249,392,Payout,P889,586
11.08.21,-477427,881,Payout,P890,596
18.09.21,-233444,887,Payout,P891,609
21.09.21,-201112,798,Payout,P892,610
20.07.21,-183021,93,Payout,P893,614
01.10.21,-173245,555,Payout,P894,624
09.10.21,-258206,26,Payout,P895,625
30.07.21,-335221,478,Payout,P896,626
01.09.21,-282610,315,Payout,P897,630
02.08.21,-405811,438,Payout,P898,637
14.08.21,-91793,757,Payout,P899,638
25.07.21,-26275,997,Payout,P900,645
30.08.21,-291975,134,Payout,P901,646
29.07.21,-117236,773,Payout,P902,653
07.09.21,-30995,594,Payout,P903,654
16.08.21,-59052,862,Payout,P904,664
30.08.21,-72154,470,Payout,P905,665
18.08.21,-107618,748,Payout,P906,666
10.09.21,-270883,461,Payout,P907,672
22.10.21,-73818,524,Payout,P908,673
14.10.21,-360246,539,Payout,P909,678
27.09.21,-272188,607,Payout,P910,679
08.08.21,-260413,945,Payout,P911,684
06.10.21,-11222,343,Payout,P912,685
15.09.21,-115943,384,Payout,P913,688
10.08.21,-149423,380,Payout,P914,691
03.10.21,-292406,754,Payout,P915,694
12.10.21,-221457,545,Payout,P916,702
11.08.21,-394748,684,Payout,P917,703
09.09.21,-493309,613,Payout,P918,704
30.09.21,-206001,718,Payout,P919,711
28.08.21,-313081,250,Payout,P920,712
15.10.21,-38655,6,Payout,P921,719
21.08.21,-471143,492,Payout,P922,720
15.09.21,-217056,345,Payout,P923,727
25.08.21,-144006,464,Payout,P924,728
12.09.21,-57620,409,Payout,P925,735
24.09.21,-366823,390,Payout,P926,736
27.08.21,-302101,239,Payout,P927,747
22.10.21,-389585,426,Payout,P928,748
10.09.21,-125451,27,Payout,P929,754
16.10.21,-418369,430,Payout,P930,760
04.11.21,-74453,589,Payout,P931,766
28.09.21,-50448,238,Payout,P932,772
06.09.21,-21891,629,Payout,P933,777
02.10.21,-257605,815,Payout,P934,778
22.09.21,-126891,279,Payout,P935,783
26.10.21,-455870,709,Payout,P936,784
20.09.21,-378616,854,Payout,P937,785
09.09.21,-369378,553,Payout,P938,786
11.09.21,-333871,662,Payout,P939,787
17.11.21,-286713,930,Payout,P940,788
13.11.21,-310607,704,Payout,P941,789
25.09.21,-277458,736,Payout,P942,790
24.11.21,-207711,922,Payout,P943,791
21.10.21,-415783,337,Payout,P944,792
01.10.21,-225977,195,Payout,P945,793
14.10.21,-334373,990,Payout,P946,794
05.10.21,-217372,44,Payout,P947,795
20.10.21,-112331,650,Payout,P948,796
03.10.21,-46652,626,Payout,P949,797
13.11.21,-452816,96,Payout,P950,798
20.10.21,-115525,439,Payout,P951,799
10.11.21,-461819,810,Payout,P952,800
20.10.21,-429568,383,Payout,P953,801
15.11.21,-336974,954,Payout,P954,802
05.09.21,-89440,444,Payout,P955,803
25.11.21,-491625,520,Payout,P956,804
14.11.21,-222997,906,Payout,P957,805
10.11.21,-103169,568,Payout,P958,806
17.09.21,-123884,776,Payout,P959,810
03.10.21,-438354,124,Payout,P960,811
02.10.21,-45504,396,Payout,P961,812
07.10.21,-160519,797,Payout,P962,820
07.10.21,-69728,85,Payout,P963,821
25.10.21,-182596,991,Payout,P964,826
13.10.21,-445584,373,Payout,P965,831
31.10.21,-443996,676,Payout,P966,836
09.10.21,-110220,18,Payout,P967,863
26.10.21,-52607,712,Payout,P968,874
24.10.21,-28570,791,Payout,P969,884
14.10.21,-84201,408,Payout,P970,914
31.10.21,-368003,395,Payout,P971,915
15.10.21,-499183,645,Payout,P972,916
06.11.21,-323593,447,Payout,P973,940
11.11.21,-340487,192,Payout,P974,941
22.11.21,-279856,98,Payout,P975,964
22.11.21,-180235,1,Payout,P976,965
25.12.21,-207471,422,Payout,P977,990
28.11.21,-436584,22,Payout,P978,991
15.12.21,-142907,669,Payout,P979,849
26.10.21,-435045,943,Payout,P980,850
14.12.21,-134307,859,Payout,P981,851
20.09.21,-250863,909,Payout,P982,852
02.11.21,-85539,385,Payout,P983,853
21.10.21,-244971,888,Payout,P984,854
19.11.21,-489236,176,Payout,P985,864
17.11.21,-366530,774,Payout,P986,865
28.10.21,-138631,36,Payout,P987,875
04.12.21,-219538,536,Payout,P988,885
23.11.21,-412302,723,Payout,P989,917
26.09.21,-120560,558,Payout,P990,918
02.10.21,-167897,967,Payout,P991,919
12.10.21,-494226,410,Payout,P992,942
04.10.21,-123754,842,Payout,P993,943
03.12.21,-274098,179,Payout,P994,966
05.11.21,-266093,5,Payout,P995,967
08.10.21,-139050,800,Payout,P996,992
03.12.21,-235191,25,Payout,P997,993
22.12.21,-141080,727,Payout,P998,994
09.12.21,-14625,939,Payout,P999,999
29.11.21,-475075,309,Payout,P1000,1000
22.12.21,93819.25,566,Repayment,R1,855
16.06.22,180188,759,Repayment,R2,866
07.03.22,146614,831,Repayment,R3,876
08.03.22,28351.6,278,Repayment,R4,886
06.01.22,127671.33,194,Repayment,R5,887
05.11.21,126771,70,Repayment,R6,888
08.01.22,97840.2,3,Repayment,R7,920
28.12.21,113469.25,33,Repayment,R8,921
13.05.22,260251,624,Repayment,R9,944
30.11.22,145833,317,Repayment,R10,945
02.01.22,4373.8,193,Repayment,R11,968
13.10.22,99351.4,369,Repayment,R12,969
07.02.19,104073,682,Repayment,R13,1
09.02.19,51901.6,795,Repayment,R14,2
20.11.18,140807,397,Repayment,R15,3
10.12.19,438466,496,Repayment,R16,4
05.02.19,75539.6,148,Repayment,R17,5
19.02.19,66123.25,924,Repayment,R18,6
23.06.22,165798.5,649,Repayment,R19,856
16.11.22,342289,13,Repayment,R20,867
28.12.21,15790.75,146,Repayment,R21,877
03.07.22,221562,344,Repayment,R22,889
25.12.21,21289,817,Repayment,R23,890
03.03.22,257315,283,Repayment,R24,891
29.03.22,7602.75,402,Repayment,R25,922
25.01.22,98264.5,263,Repayment,R26,923
16.01.22,67152.5,937,Repayment,R27,946
02.02.22,144390.5,398,Repayment,R28,947
25.05.29,458879,50,Repayment,R29,970
27.01.22,209406.5,78,Repayment,R30,971
09.03.19,23911,425,Repayment,R31,7
24.07.19,303393,460,Repayment,R32,8
27.03.21,42685.33,828,Repayment,R33,9
28.10.20,97029,820,Repayment,R34,10
29.01.19,51039.75,188,Repayment,R35,11
23.11.18,64530,530,Repayment,R36,12
30.12.18,3863.33,578,Repayment,R37,13
17.02.19,150320.67,563,Repayment,R38,14
26.11.19,117342.75,850,Repayment,R39,15
25.03.19,50060,465,Repayment,R40,16
17.01.20,11821.33,184,Repayment,R41,17
23.09.19,80251.4,454,Repayment,R42,18
02.02.24,410826,312,Repayment,R43,19
05.04.19,55842.67,64,Repayment,R44,20
16.12.21,38908,608,Repayment,R45,807
01.09.22,81115.75,156,Repayment,R46,813
06.02.22,40739,393,Repayment,R47,814
18.03.22,306474,665,Repayment,R48,822
29.11.21,246665.5,648,Repayment,R49,827
30.12.23,127409.33,413,Repayment,R50,832
10.06.22,150612.33,705,Repayment,R51,857
30.06.22,74987,142,Repayment,R52,868
18.12.21,31561.75,826,Repayment,R53,878
13.10.22,436951,643,Repayment,R54,892
18.01.22,32517.5,323,Repayment,R55,893
17.01.22,22733.67,951,Repayment,R56,894
21.12.21,109942,717,Repayment,R57,924
14.12.21,33993,200,Repayment,R58,925
25.11.21,56877.25,856,Repayment,R59,948
27.02.22,8476,875,Repayment,R60,949
10.03.22,196984.5,938,Repayment,R61,972
23.01.23,68016,998,Repayment,R62,973
01.01.22,51847.67,838,Repayment,R63,837
02.05.22,144584,87,Repayment,R64,838
14.03.22,183719,290,Repayment,R65,839
17.05.19,40813,154,Repayment,R66,21
13.05.19,43084.6,932,Repayment,R67,22
06.01.19,114097,313,Repayment,R68,23
19.02.20,390423,130,Repayment,R69,24
03.03.22,350121,347,Repayment,R70,25
23.04.19,15365,367,Repayment,R71,26
05.02.19,207576.5,929,Repayment,R72,27
04.03.19,473689,349,Repayment,R73,28
29.07.19,71706,670,Repayment,R74,29
14.03.19,11142.67,889,Repayment,R75,30
03.02.19,118814.5,769,Repayment,R76,31
28.02.19,164262,845,Repayment,R77,32
18.12.18,35184.8,59,Repayment,R78,33
24.01.19,132755.33,534,Repayment,R79,34
15.01.19,63652,814,Repayment,R80,35
16.12.18,119256.33,789,Repayment,R81,36
25.01.22,16895.5,165,Repayment,R82,858
31.10.22,457089,693,Repayment,R83,869
20.01.22,36122.2,292,Repayment,R84,879
02.01.22,37107.67,822,Repayment,R85,895
28.01.22,80828,121,Repayment,R86,896
04.12.21,118041,254,Repayment,R87,897
06.11.21,220471.5,135,Repayment,R88,926
21.11.21,141724.5,457,Repayment,R89,927
21.01.22,143439,221,Repayment,R90,950
15.01.22,106413,341,Repayment,R91,951
30.11.21,19881.2,448,Repayment,R92,974
14.02.22,19385,51,Repayment,R93,975
01.06.19,176008,494,Repayment,R94,37
01.05.19,28536.4,923,Repayment,R95,38
25.03.19,251622,386,Repayment,R96,39
08.07.19,348172,97,Repayment,R97,40
25.01.19,44764.4,443,Repayment,R98,41
26.10.19,293172,117,Repayment,R99,42
06.03.19,81657.5,703,Repayment,R100,43
28.01.19,33520,48,Repayment,R101,44
19.01.20,317784,489,Repayment,R102,45
23.02.19,22792.5,510,Repayment,R103,46
26.06.19,18148.5,90,Repayment,R104,47
01.03.19,78824.4,352,Repayment,R105,48
28.03.19,2716.75,399,Repayment,R106,49
30.03.20,163854,764,Repayment,R107,50
24.02.19,19399.8,310,Repayment,R108,51
27.02.19,112144.25,719,Repayment,R109,52
08.03.19,2689.4,169,Repayment,R110,53
16.01.19,90955.5,982,Repayment,R111,54
02.08.19,131026.33,960,Repayment,R112,55
31.07.19,144406.67,291,Repayment,R113,56
22.07.19,73011.5,429,Repayment,R114,57
24.10.20,100814.25,220,Repayment,R115,58
02.05.23,182789.5,338,Repayment,R116,59
13.05.19,67185.67,812,Repayment,R117,60
10.05.19,50872.33,181,Repayment,R118,61
26.05.19,119543.67,552,Repayment,R119,62
02.06.19,144525.5,908,Repayment,R120,63
23.02.21,3598.67,37,Repayment,R121,64
15.04.19,27098.5,571,Repayment,R122,65
09.03.19,134710,379,Repayment,R123,66
06.03.19,80773,480,Repayment,R124,67
16.05.19,9074.5,241,Repayment,R125,68
11.05.19,93782.5,356,Repayment,R126,69
17.11.21,122025,197,Repayment,R127,859
09.01.22,10274.2,245,Repayment,R128,870
09.07.22,138928,980,Repayment,R129,880
18.11.21,76112.25,434,Repayment,R130,898
01.12.21,10136.5,751,Repayment,R131,899
02.02.22,46902.2,420,Repayment,R132,900
27.11.21,82956,761,Repayment,R133,928
29.05.22,137710.5,809,Repayment,R134,929
07.01.23,79864.8,597,Repayment,R135,952
03.02.22,21407.6,746,Repayment,R136,953
13.11.21,56581.4,21,Repayment,R137,976
08.12.21,37518.5,23,Repayment,R138,977
08.06.19,126109.33,873,Repayment,R139,70
01.07.19,90119.67,983,Repayment,R140,71
08.12.19,143482,213,Repayment,R141,72
27.06.19,97527.6,661,Repayment,R142,73
19.10.19,21323,509,Repayment,R143,74
17.10.19,128222,541,Repayment,R144,75
18.04.19,39205.25,119,Repayment,R145,76
18.07.19,81188.2,472,Repayment,R146,77
07.04.19,46171.33,308,Repayment,R147,78
20.04.19,212964,214,Repayment,R148,79
01.07.19,98137.33,446,Repayment,R149,80
25.03.19,49253.8,694,Repayment,R150,81
22.04.19,57471,518,Repayment,R151,82
21.08.19,422588,806,Repayment,R152,83
01.03.20,36727,432,Repayment,R153,84
23.04.19,122073,53,Repayment,R154,85
03.03.19,83208.25,427,Repayment,R155,86
29.03.19,22408.2,808,Repayment,R156,87
05.06.19,94131.6,687,Repayment,R157,88
02.08.19,42717.8,970,Repayment,R158,89
11.02.20,37566.6,484,Repayment,R159,90
16.09.19,90254.5,787,Repayment,R160,91
25.03.19,56476.8,893,Repayment,R161,92
18.06.19,111601,69,Repayment,R162,93
24.01.20,9428,175,Repayment,R163,94
22.05.19,39187,123,Repayment,R164,95
31.05.19,115205.67,554,Repayment,R165,96
13.08.19,125902.67,627,Repayment,R166,97
25.09.22,190535.5,486,Repayment,R167,98
25.08.19,26805.5,903,Repayment,R168,99
29.04.19,130342.67,95,Repayment,R169,100
05.04.20,432851,770,Repayment,R170,101
29.04.19,79385.8,653,Repayment,R171,102
19.08.20,468197,739,Repayment,R172,103
26.09.19,109116.75,318,Repayment,R173,104
20.06.19,19500.4,219,Repayment,R174,105
29.05.19,121069.33,532,Repayment,R175,106
23.10.19,491528,965,Repayment,R176,107
16.05.19,95834.2,412,Repayment,R177,108
31.03.19,79702.75,871,Repayment,R178,109
07.05.22,97864.5,159,Repayment,R179,110
17.11.21,39213,374,Repayment,R180,567
26.05.22,350487,730,Repayment,R181,577
03.09.21,28647.2,621,Repayment,R182,587
11.01.22,148533.33,892,Repayment,R183,597
28.07.21,42101.67,455,Repayment,R184,598
23.09.21,123630.67,16,Repayment,R185,611
03.09.21,58738.5,477,Repayment,R186,615
03.09.21,85152,252,Repayment,R187,616
21.11.22,273215,201,Repayment,R188,617
09.09.21,71612.4,944,Repayment,R189,627
31.08.22,334138,208,Repayment,R190,631
27.10.21,79623.8,686,Repayment,R191,632
24.09.21,21591.75,577,Repayment,R192,639
27.10.21,82718.2,794,Repayment,R193,640
11.10.21,114737.75,10,Repayment,R194,647
29.12.21,83755.33,561,Repayment,R195,648
26.12.21,82564,488,Repayment,R196,655
15.04.22,184571,585,Repayment,R197,656
27.11.21,43349.6,137,Repayment,R198,657
20.12.21,108527,974,Repayment,R199,667
04.11.21,77221.5,476,Repayment,R200,668
16.10.21,84941.6,391,Repayment,R201,674
05.11.21,80389.8,567,Repayment,R202,675
04.04.23,21975,101,Repayment,R203,680
21.09.21,25272.67,818,Repayment,R204,681
24.01.22,101970,394,Repayment,R205,686
13.09.21,20100.67,47,Repayment,R206,689
02.11.21,82156.8,141,Repayment,R207,692
04.03.22,246385,305,Repayment,R208,695
07.10.22,155346,659,Repayment,R209,696
02.11.21,92968,122,Repayment,R210,697
06.12.21,119134,133,Repayment,R211,705
12.01.22,32363.25,919,Repayment,R212,706
13.12.21,187428.5,537,Repayment,R213,713
15.10.21,28979,251,Repayment,R214,714
12.12.21,113791.5,726,Repayment,R215,721
10.10.21,46055.8,185,Repayment,R216,722
28.01.22,184657,902,Repayment,R217,729
09.11.21,136796.33,256,Repayment,R218,730
02.02.23,213715,136,Repayment,R219,737
28.10.22,161144,466,Repayment,R220,738
13.05.22,308017,802,Repayment,R221,749
12.12.21,155141,62,Repayment,R222,755
09.01.22,182761,348,Repayment,R223,761
04.11.21,9555,9,Repayment,R224,767
05.06.19,82134,498,Repayment,R225,111
28.06.19,31217.4,584,Repayment,R226,112
12.08.19,79742,763,Repayment,R227,113
16.09.19,96435.33,635,Repayment,R228,114
12.07.19,75114.6,654,Repayment,R229,115
05.10.19,21761.4,628,Repayment,R230,116
27.10.21,205770.5,617,Repayment,R231,808
21.09.22,262042,543,Repayment,R232,815
02.02.22,112771.67,542,Repayment,R233,816
06.11.22,94723.25,67,Repayment,R234,823
18.11.21,21113.5,958,Repayment,R235,828
29.03.22,190675,506,Repayment,R236,833
27.10.21,37712,940,Repayment,R237,860
15.06.22,483906,677,Repayment,R238,871
16.12.21,148180.5,971,Repayment,R239,881
21.03.22,84813.25,41,Repayment,R240,901
04.02.22,97686.6,573,Repayment,R241,902
16.12.21,18655.8,674,Repayment,R242,903
16.04.22,101030.33,186,Repayment,R243,930
04.12.22,59550,579,Repayment,R244,931
12.12.21,6181,314,Repayment,R245,954
09.10.21,5167.2,247,Repayment,R246,955
10.03.22,161194,504,Repayment,R247,978
05.01.23,423042,720,Repayment,R248,979
03.05.22,39276.5,711,Repayment,R249,840
30.12.21,215147,775,Repayment,R250,841
03.04.22,85811.33,473,Repayment,R251,842
23.11.19,38341.33,829,Repayment,R252,117
03.01.20,132970.5,288,Repayment,R253,118
31.01.20,80093.5,816,Repayment,R254,119
07.10.19,110168.25,357,Repayment,R255,120
29.09.19,77940.33,326,Repayment,R256,121
03.11.19,75782.2,647,Repayment,R257,122
14.10.19,22189.8,227,Repayment,R258,123
25.09.19,17467.75,28,Repayment,R259,124
29.09.19,89434.75,598,Repayment,R260,125
04.12.19,29816.5,170,Repayment,R261,126
15.09.19,17847.33,642,Repayment,R262,127
20.11.19,171686,131,Repayment,R263,128
02.12.19,39124.67,801,Repayment,R264,129
06.11.19,53951.6,953,Repayment,R265,130
15.11.19,105340,99,Repayment,R266,131
21.07.19,14815.6,24,Repayment,R267,132
18.09.20,154565,886,Repayment,R268,133
12.09.19,43049.4,180,Repayment,R269,134
04.11.19,18328.6,535,Repayment,R270,135
07.11.19,14464.5,706,Repayment,R271,136
29.11.19,15932.2,405,Repayment,R272,137
13.12.19,98887.5,979,Repayment,R273,138
10.12.19,39926,631,Repayment,R274,139
14.10.19,189676,533,Repayment,R275,140
25.12.19,9153.75,92,Repayment,R276,141
15.03.20,168334.5,915,Repayment,R277,142
27.10.19,98427.75,382,Repayment,R278,143
27.09.19,13577,689,Repayment,R279,144
31.10.19,58610,493,Repayment,R280,145
04.09.19,77448.33,891,Repayment,R281,146
21.10.19,7541.2,546,Repayment,R282,147
12.11.19,98382.6,839,Repayment,R283,148
12.12.19,92925,811,Repayment,R284,149
23.10.19,86709.33,324,Repayment,R285,150
29.08.21,107094,353,Repayment,R286,568
10.08.22,78063,360,Repayment,R287,578
01.11.21,125035.33,82,Repayment,R288,588
25.08.21,5878.6,813,Repayment,R289,599
05.09.21,98146.2,182,Repayment,R290,600
15.01.22,224891,898,Repayment,R291,612
30.10.21,28479.2,926,Repayment,R292,618
09.08.21,34130.5,876,Repayment,R293,619
22.10.21,57144.8,666,Repayment,R294,620
27.10.21,27188.5,424,Repayment,R295,628
28.03.23,92252.67,823,Repayment,R296,633
11.10.21,27097.5,456,Repayment,R297,634
17.10.23,60255,233,Repayment,R298,641
01.01.22,37585.25,445,Repayment,R299,642
30.11.21,17664.2,178,Repayment,R300,649
10.01.22,19546,230,Repayment,R301,650
01.01.22,119915.75,710,Repayment,R302,658
22.09.21,5186.8,987,Repayment,R303,659
14.10.21,75681.5,129,Repayment,R304,660
18.09.21,104094.25,202,Repayment,R305,669
09.12.21,233434.5,515,Repayment,R306,670
30.09.21,10540.25,544,Repayment,R307,676
22.12.21,91221.67,796,Repayment,R308,677
20.10.21,18734,783,Repayment,R309,682
13.10.21,94568.8,883,Repayment,R310,683
23.03.22,441066,362,Repayment,R311,687
